Subject,Start Date,End Date,All day event,Description,Location
"Akimitsu Tomonaga Exhibition opens",4/29/2023,4/29/2023,true,"Admission Adults ¥400; High School\, Junior High and Elementary School Students ¥200 yen","1-2 Honmachi\, Iida-shi\, Nagano 395-0044"
"Okamoto Naohiro Curator's Eye opens",4/25/2023,4/25/2023,true,"Admission Adults ¥520; University Students ¥220; High School Students and Under\, Seniors 65 & Over and Persons with Disability Certificates + Companions free. Special Exhibition Fees may be charged separately. yen","1-4-27 Kugawa\, Kofu-shi\, Yamanashi 400-0065"
"Shin Japanese Painting: Revolutionary Nihonga opens",7/15/2023,7/15/2023,true,"Admission Adults ¥1800\, Seniors 65 & Over ¥1600\, University and High School Students ¥1300\, Junior High School Students and Under free\, Persons with Disability Certificates + 1 Companion ¥1000. yen","1285 Kozukayama Sengokuhara\, Hakone-machi\, Ashigarashimo-gun\, Kanagawa 250-0631"
"In the Genes\, Taking Marvelous Meiji Craftsmanship into the Future opens",7/1/2023,7/1/2023,true,"Admission null yen","16F Abeno Harukas\, 1-1-43 Abenosuji\, Abeno-ku\, Osaka-shi\, Osaka 545-6016"
"Osamu James Nakagawa 'Witness Trees' opens",5/17/2023,5/17/2023,true,"Admission 0 yen","3F TKB Bldg.\, 2-3-4 Higashi-azabu\, Minato-ku\, Tokyo 106-0044"
"The Infinite World of Japanese Dolls: From Religious Icons to Works of Art opens",7/1/2023,7/1/2023,true,"Admission null yen","2-14-14 Shoto\, Shibuya-ku\, Tokyo 150-0046"
"Collection Exhibition <Memorial Museum> Stone and Wood opens",4/29/2023,4/29/2023,true,"Admission undefined yen","12 Miyanomori 4jo\, Chuo-ku\, Sapporo-shi\, Hokkaido 064-0954"
"Special Exhibition “Tokyo Ephemera” opens",4/29/2023,4/29/2023,true,"Admission 0 yen","2F\, 3F JP Tower 2-7-2 Marunouchi\, Chiyoda-ku\, Tokyo 100-7003"
"Goro Suzuki 'Drifting in Perpetuity' opens",4/29/2023,4/29/2023,true,"Admission undefined yen","12 Miyanomori 4jo\, Chuo-ku\, Sapporo-shi\, Hokkaido 064-0954"
"Shiro Shirahata Exhibition opens",4/29/2023,4/29/2023,true,"Admission undefined yen","3-17-95 Iimoriyama\, Sakata-shi\, Yamagata 998-0055"
"CAMK Collection Vol. 7 opens",4/29/2023,4/29/2023,true,"Admission null yen","3F\, 2-3 Kamitori-cho\, Chuou-ku\, Kumamoto-shi\, Kumamoto 860-0845"
"Keitaro Ohshima 'Monograms' opens",4/29/2023,4/29/2023,true,"Admission Adults ¥300; University and High School Students ¥200; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","3-9-7 Suehiro-cho\, Tomakomai-shi\, Hokkaido 053-0011"
"Ken Matsuyama Exhibition opens",4/29/2023,4/29/2023,true,"Admission Free. <br />[Special Exhibition] Adults ¥300\, Junior High School Students and Under free. yen","83 Shimofunato\, Tsunanmachi\, Nakauonuma-gun\, Niigata 949-8201"
"How I Feel is Not Your Problem\, Period. opens",7/15/2023,7/15/2023,true,"Admission [Permanent Collection] Adults ¥500; University Students ¥400; High School Students and Seniors 65 & Over ¥250; Junior Hight School Students and Under\, Persons with Disability Certificates + 2 Companions free.  yen","4-1-1 Miyoshi\, Koto-ku\, Tokyo 135-0022"
"Cursed Object Vol. 2 opens",6/21/2023,6/21/2023,true,"Admission 0 yen","1-5-19 Jinnan\, Shibuya-ku\, Tokyo 150-0041"
"Fumiaki Akahane 'Soils and Survivors' opens",5/20/2023,5/20/2023,true,"Admission Adults ¥310\, Junior High and Elementary School Students ¥150 yen","4-1-14 Kogandori\, Suwa-shi\, Nagano 392-0027"
"Satoko Muneoka Exhibition opens",7/10/2023,7/10/2023,true,"Admission 0 yen","2F\, 1-5-2 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Haruki Miwa Exhibition opens",6/26/2023,6/26/2023,true,"Admission 0 yen","2F\, 1-5-2 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Yukiko Nakano Exhibition opens",6/19/2023,6/19/2023,true,"Admission 0 yen","2F\, 1-5-2 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Masterpieces from the Collection: Landscapes x Still Life opens",4/29/2023,4/29/2023,true,"Admission Adults ¥300; University and High School Students ¥200; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","3-9-7 Suehiro-cho\, Tomakomai-shi\, Hokkaido 053-0011"
"100th Anniversary of the Birth of Yamashita Kiyoshi\, a Retrospective opens",6/24/2023,6/24/2023,true,"Admission null yen","1-26-1 Nishi-shinjuku\, Shinjuku-ku\, Tokyo 160-8338"
"Bodhisattva of Salvation The Art of Jizō opens",5/27/2023,5/27/2023,true,"Admission [Collection Exhibition] Adults ¥1100\, University and High School Students ¥800. [Special Exhibition] Adults ¥1300\, University and High School Students ¥1000\, Junior High School Students and Under free. yen","6-5-1 Minami-Aoyama\, Minato-ku\, Tokyo 107-0062"
"D Design Travel Kanagawa Exhibition opens",4/7/2023,4/7/2023,true,"Admission null yen","8F Shibuya Hikarie\, 2-21-1 Shibuya\, Shibuya-ku\, Tokyo 150-8510"
"Sawato Fukui Exhibition opens",4/29/2023,4/29/2023,true,"Admission Adults ¥300; High School Students\, Seniors 70 & Over residing in Otaru city ¥150; Junior High School Students and Under\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","1-9-5 Ironai\, Otaru-shi\, Hokkaido 047-0031"
"Artist in Residence Project 'Reunion - Kouzo Takeuchi and Kunihiro Akinaga' opens",4/29/2023,4/29/2023,true,"Admission null yen","2188-7 Chokushi\, Shigaraki-cho\, Koga-shi\, Shiga 529-1804"
"Tamako Kataoka 'Tsuragamae' opens",6/3/2023,6/3/2023,true,"Admission Adults ¥410; University Students ¥310; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","12-3 Matsuhaba\, Motomiya\, Morioka-shi\, Iwate 020-0866"
"Traveling the Fifty-three Stations of the Tōkaidō with travel YouTuber Suits opens",5/26/2023,5/26/2023,true,"Admission Adults ¥1600\, University and High School Students ¥1000\, Seniors 65 & Over ¥1400\, Junior High School Students and Under free\, Persons with Disability Certificates + 1 Companion ¥800 yen","26-2 Momoyama-cho\, Atami-shi\, Shizuoka 413-8511"
"Stories Drawn in Thread: Embroidery\, Illustration\, and Fashion opens",5/20/2023,5/20/2023,true,"Admission Adults ¥310; University and High School Students ¥150; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","5F Bandaijima Bldg.\, 5-1 Bandaijima\, Chuo-ku\, Niigata-shi\, Niigata 950-0078"
"People Who Assemble Mosaic Tiles: Works of Misuzu Art and Mosaic Tile Art opens",5/20/2023,5/20/2023,true,"Admission Adults ¥310; High School Students and Under\, Persons with Disability Certificates + 1 Companion free.  Special Exhibition Fees may be charged separately. yen","2082-5 Kasahara-cho\, Tajimi-shi\, Gifu 507-0901"
"Kotaro Migishi Exhibition opens",4/29/2023,4/29/2023,true,"Admission Adults ¥510; High School and University Students ¥250; Junior High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","15\, Kita-2-jonishi\, Chuo-ku\, Sapporo-shi\, Hokkaido 060-0002"
"Tracing the Trajectory of Mammalogy in Japan opens",4/25/2023,4/25/2023,true,"Admission Adults and University Students ¥630; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","7-20 Ueno-koen\, Taito-ku\, Tokyo 110-8718"
"Tadanori Yokoo Exhibition opens",9/12/2023,9/12/2023,true,"Admission Adults ¥1000; University Students ¥500; High School Students and Under\, Under 18s and Seniors 70 & Over free. Special Exhibition Fees may be charged separately. yen","13-9 Ueno Park\, Taito-ku\, Tokyo 110-8712"
"Yayoi Kusama’s Self-Obliteration/Psychedelic World opens",4/29/2023,4/29/2023,true,"Admission Adults ¥1100; High School\, Junior High and Elementary School Students ¥600; Infants free. (Tickets available only on the museum website) yen","107 Benten-cho\, Shinjuku-ku\, Tokyo 162-0851"
"Woodblock Prints Exhibition of Paul Jacoulet opens",6/3/2023,6/3/2023,true,"Admission null yen","1-10-10 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Yoshitomo Nara 'Across the Skate-Border' opens",4/29/2023,4/29/2023,true,"Admission 0 yen","128-7 Toyamachi\, Toyako-cho\, Abuta-gun\, Hokkaido 049-5802"
"100th Anniversary of the Birth of Hinako Kamada opens",4/29/2023,4/29/2023,true,"Admission Adults ¥260; University and High School Students ¥150; Junior High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","37-6 Goryokaku-cho\, Hakodate-shi\, Hokkaido 040-0001"
" Outei Kaneko Phase I: Encounter with Calligraphy opens",4/29/2023,4/29/2023,true,"Admission Adults ¥260; University and High School Students ¥150; Junior High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","37-6 Goryokaku-cho\, Hakodate-shi\, Hokkaido 040-0001"
"Go! Go! 5th Centuryー Kofun Culture in the Central and Southern Tohoku Region opens",4/29/2023,4/29/2023,true,"Admission Adults and University Students ¥280\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","1-25 Jotomachi\, Aizuwakamatsu-shi\, Fukushima 965-0807"
"Discipline of the Nambu Clan opens",4/29/2023,4/29/2023,true,"Admission Adults ¥300; High School Students ¥200; Junior High and Elementary School Students ¥100; Persons with Disability Certificates + 1 Companion\, Seniors 65 & Over residing in Morioka city free. yen","1-50 Uchimaru\, Morioka-shi\, Iwate 020-0023"
"Yoshio Kuriki 'Cultivation' opens",4/29/2023,4/29/2023,true,"Admission Adults\, University and High School Students ¥200; Junior High School Students and Under\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","1 Haruhiyumenomori\, Kiyosu-shi\, Aichi 452-0961"
"Yoshitomo Nara 'Dog-o-rama' opens",4/29/2023,4/29/2023,true,"Admission null yen","1-2-1 Hirosaka\, Kanazawa City\, Ishikawa 920-8509"
"The World of Nanpo Otaー Knowledge of Edo opens",4/29/2023,4/29/2023,true,"Admission Adults and University Students ¥100\, High School\, Junior High and Elementary School Students ¥50. Special Exhibition Fees may be charged separately. yen","1-16-3 Yokokawa\, Sumida-ku\, Tokyo 130-0003"
"Immersive Museum Fukuoka opens",4/29/2023,4/29/2023,true,"Admission undefined yen","2-2-6 Jigyohama\, Chuo-ku\, Fukuoka-shi\, Fukuoka 810-0065"
"Geidai Art Journey opens",4/19/2023,4/19/2023,true,"Admission 0 yen","Inside the underground concourse\, 4-1-2 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Collection Exhibition 100 Encounters\, ∞ (Infinite) Dialogues: Support Project of the G7 Hiroshima Summit opens",4/28/2023,4/28/2023,true,"Admission Adults ¥510; University Students ¥310; High School Students\, Under 18s\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2-22 Kaminobori-cho\, Naka-ku\, Hiroshima-shi\, Hiroshima 730-0014"
"Tokyo Modernism 2023 - Japanese Modern opens",4/28/2023,4/28/2023,true,"Admission 0 yen","6F Muji Ginza\, 3-3-5 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Tupera Tupera + Mikiko Endo 'Shitsumon Park' opens",4/28/2023,4/28/2023,true,"Admission Adults ¥1600\, University and High School Students ¥1200\, Junior High and Elementary School Students ¥800. yen","1121 Ninotaira\, Hakonemachi\, Ashigarashimo-gun\, Kanagawa 250-0493"
"Kohei Asakura Exhibition opens",4/12/2023,4/12/2023,true,"Admission undefined yen","2-21-10 Higashiueno\, Taito-ku\, Tokyo 110-0015"
"Izumoguni opens",4/28/2023,4/28/2023,true,"Admission Adults ¥510\, Junior High and Elementary School Students ¥250\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","279 Tonomachi\, Matsue-shi\, Shimane 690-0887"
"The Enduring Light in the Soul of the Tea Bowl Maker opens",4/28/2023,4/28/2023,true,"Admission undefined yen","84 Abura Hashizume-cho\, Kamigyo-ku\, Kyoto-shi\, Kyoto 602-0923"
"Special Presentation 'Botany and Botanical Art in the University of Tokyoー Makino Tomitaro and Yamada Toshio Vol.4' opens",4/25/2023,4/25/2023,true,"Admission 0 yen","2F\, 3F JP Tower 2-7-2 Marunouchi\, Chiyoda-ku\, Tokyo 100-7003"
"Donated Works III: Prints by Kazuo Shiraga opens",4/22/2023,4/22/2023,true,"Admission undefined yen","2-7-16 Showadori\, Amagasaki-shi\, Hyogo 660-0881"
"Traveling Nikko opens",4/22/2023,4/22/2023,true,"Admission Adults ¥730\, University Students ¥510\, High School Students and Under free. yen","2388-3 Sannai\, Nikko-shi\, Tochigi 321-1431"
"Museum Collection Iー Katsuhiro Yamaguchi and Shozo Kitadai: Dream of Icarus opens",4/22/2023,4/22/2023,true,"Admission Adults ¥200; University and High School Students ¥150; Junior High and Elementary School Students\, Seniors 65 & Over  ¥100\, Special Exhibition Fees may be charged separately. yen","1-2 Kinuta-koen\, Setagaya-ku\, Tokyo 157-0075"
"Tadahiro Ogawa Photo Exhibitionー Jomon opens",4/22/2023,4/22/2023,true,"Admission null yen","62-46 Azatomigasawa\, Akasaka\, Yokote-shi\, Akita 013-0064 "
"Taisho Imagerie opens",4/22/2023,4/22/2023,true,"Admission null yen","1-4-2 Nakadori\, Akita-shi\, Akita 010-0001"
"Graphic Trial 2023 - Feel opens",4/22/2023,4/22/2023,true,"Admission 0 yen","Toppan Koishikawa Bldg.\, 1-3-3 Suido\, Bunkyo-ku\, Tokyo 112-8531"
"Yukari Ohira Exhibition opens",4/22/2023,4/22/2023,true,"Admission null yen","494 Iwaki\, Tsunagimachi\, Ashikitagun\, Kumamoto 869-5603"
"Mio Hashimoto Exhibition opens",4/22/2023,4/22/2023,true,"Admission undefined yen","1-1 Toriido\, Okacho\, Okazaki-shi\, Aichi 444-0005"
"Special Exhibition Commemorating the 400th Anniversary of the Death of Tea Master Yurakusai Oda  opens",4/22/2023,4/22/2023,true,"Admission Adults ¥500; University Students ¥400; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","623-1 Higashikatamachi\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-8183"
"Toru Kamiya 'Breath / Behind Shut Eyes / Tracing' opens",5/9/2023,5/9/2023,true,"Admission 0 yen","Kashiwayu-Ato\, 6-1-23 Yanaka\, Taito-ku\, Tokyo 110-0001"
"Machiko Kyo 'My Stayhome Diaryー 2020-2023 Exhibition' opens",4/22/2023,4/22/2023,true,"Admission 0 yen","4-16-17 Haramachida\, Machida-shi\, Tokyo 194-0013"
"Heizo Kanayama: A Retrospective opens",6/3/2023,6/3/2023,true,"Admission Adults ¥500\, University Students ¥400\, Seniors 70 & Over ¥250. Special Exhibition Fees may be charged separately. yen","1-1-1 Wakinohamakaigandori\, Chuo-ku\, Kobe-shi\, Hyogo 651-0073"
"it Project Exhibition vol.2 Megumi Fukuda 'Each Day Begins with Sunrising and Ends with the Sunsetting' opens",4/29/2023,4/29/2023,true,"Admission undefined yen","1F\, 1-1-1 Nishimachi\, Fukuyama-shi\, Hiroshima 720-0067"
"Noritaka Tatehana 'Distance' opens",4/8/2023,4/8/2023,true,"Admission Adults ¥300; University Students ¥200; High School Students and Under\, Seniors 70 & Over\, Under 19s free. Special Exhibition Fees may be charged separately. yen","586-1 Hiyako-machi\, Hagi-shi\, Yamaguchi 758-0074"
"Hinata Okazaki Exhibition opens",5/23/2023,5/23/2023,true,"Admission 0 yen","B1F Hulic Ginza 7chome Bldg.\, 7-3-5 Ginza\, Chuo-ku\, Tokyo 104-8227"
"Seeking Dreams and Nature - From 19th Century Fantasy and Surrealism to Contemporary Japanese Art opens",4/22/2023,4/22/2023,true,"Admission null yen","2003 Hinata-cho\, Tatebayashi-shi\, Gunma 374-0076"
"Drawing on Stone - The Stories of Lithographs and Their Makers opens",4/22/2023,4/22/2023,true,"Admission Adults ¥350; University Students ¥240; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","1-4-14 Fukiage Wakayama-shi\, Wakayama 640-8137"
"Minami Ichida Exhibition opens",4/22/2023,4/22/2023,true,"Admission Adults ¥320; University and High School Students ¥210; Junior High and Elementary School Students ¥120; Infants\, Persons with Disability Certificates + 1 Companion free\, Special Exhibition Fees may be charged separately. yen","6340-220 Koba\, Airagun Yusuicho\, Kagoshima 899-6201"
"Voices in Ceramics: Contemporary Hungarian Ceramic Art opens",4/22/2023,4/22/2023,true,"Admission Adults ¥340; University Students ¥220; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-2-5 Higashi-machi\, Tajimi-shi\, Gifu 507-0801"
"In the Midst of Ambiguity opens",4/22/2023,4/22/2023,true,"Admission Adults ¥500; Seniors 65 & Over ¥250; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","4873 Aramachi\, Inawashiromachi\, Yama-gun\, Fukushima 969-3122"
"Kansetsu Hashimoto 'Kansetsu— Extraordinary Skills\, Exceptional Paintings' opens",4/19/2023,4/19/2023,true,"Admission Adults ¥1300\, University Students ¥500\, High School Students and Under free. yen","37 Jodoji Ishibashi-cho\, Sakyo-ku\, Kyoto-shi\, Kyoto 606-8406"
"Cai Guo-Qiang: Ramble in the Cosmos - From Primeval Fireball Onward opens",6/29/2023,6/29/2023,true,"Admission null yen","7-22-2 Roppongi\, Minato-ku\, Tokyo 106-8558"
"Painting Love in the Louvre Collections opens",6/27/2023,6/27/2023,true,"Admission Adults ¥730; Elementary\, Junior High and High School Students ¥300; Kyoto City residents ¥520; Elementary\, Junior High and High School Students residing in Kyoto city free. Special Exhibition Fees may be charged separately. yen","124 Okazaki Enshoji-cho\, Sakyo-ku\, Kyoto-shi\, Kyoto 606-8344"
"Incoming Breezes opens",6/27/2023,6/27/2023,true,"Admission Adults ¥300\, University and High School Students ¥200\, Junior High School Students and Under free. Special Exhibition Fees may be charged separately. yen","8-5-1 Kozakahonmachi\, Toyota-shi\, Aichi 471-0034"
"Monet\, Renoir - The Light of the Impressionists opens",6/20/2023,6/20/2023,true,"Admission Adults ¥1200; Under Age 26 ¥500; High School Students and Under\, Persons with Disability Certificates free. yen","5-12-6 Shirokanedai\, Minato-ku\, Tokyo 108-0071"
"Ancient Mexico - Maya\, Aztec\, and Teotihuacan opens",6/16/2023,6/16/2023,true,"Admission Adults ¥1000; University Students ¥500; High School Students and Under\, Under 18s and Seniors 70 & Over free. Special Exhibition Fees may be charged separately. yen","13-9 Ueno Park\, Taito-ku\, Tokyo 110-8712"
"Gaudí and the Sagrada Família opens",6/13/2023,6/13/2023,true,"Admission Adults ¥500; University Students ¥250; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","3-1 Kitanomaru Koen\, Chiyoda-ku\, Tokyo 102-8322"
"Okoku Konoshima - Lost in Sansui Painting opens",6/3/2023,6/3/2023,true,"Admission null yen","1-5-1 Roppongi\, Minato-ku\, Tokyo 106-0032"
"Tanuma Takeyoshi 'Viva Humanity!' opens",6/2/2023,6/2/2023,true,"Admission null yen","Yebisu Garden Place\, 1-13-3 Mita\, Meguro-ku\, 153-0062 Tokyo"
"Giving Variety to Japanese Art World Masters of East and West opens",6/1/2023,6/1/2023,true,"Admission Adults ¥2300\, University Students ¥1800\, High School Students ¥1000\, Junior High and Elementary School Students ¥500 yen","320 Frukawa-cho\, Yasugi-shi\, Shimane 692‐0064"
"Dinosaur Dreams: Imagination and Creation of the Lost World opens",5/31/2023,5/31/2023,true,"Admission null yen","1-2 Ueno Park\, Taito-ku\, Tokyo 110-0007"
"Tadanori Yokoo 'Forest in Soul' opens",5/27/2023,5/27/2023,true,"Admission null yen","3-8-30 Haradadori\, Nada-ku\, Kobe-shi\, Hyogo 657-0837"
"Kuniyoshi Uetake 'Visionary Views of Postwar Japan Unearthed' opens",5/20/2023,5/20/2023,true,"Admission Adults ¥200\, University and High School Students ¥100\, Junior High and Elementary School Students ¥50\, Special Exhibition Fees may be charged separately. yen","1-3 Sengen-cho\, Fuchu-shi\, Tokyo 183-0001"
"Kobayashi Kokei and Hayami Gyoshū ―Two Influential Masters in the Japanese Modern Art World opens",5/20/2023,5/20/2023,true,"Admission [Special Exhibition] Adults ¥1100\, University and High School Students ¥900\, Junior High School Students and Under. Special Exhibition Fees may be charged separately. yen","3-12-36 Hiroo\, Shibuya-ku\, Tokyo 150-0012"
"Art Brut - Then & Now Vol. 3 Floating in a World of Memories. opens",4/22/2023,4/22/2023,true,"Admission 0 yen","1F Shibuya Workers' Welfare Hall\, 1-19-8 Jinnan\, Shibuya-ku\, Tokyo 150-0041"
"Unseen Objects & Desire to See Commemorating Donation from Nozaki Michio to the Museum opens",4/22/2023,4/22/2023,true,"Admission Adults ¥250; Under 20s and University Students ¥150; Seniors 65 & Over\, High School Students ¥100; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2208-1 Ishiki\, Miuragun-Hayamacho\, Kanagawa-ken 240-0111"
"New Place opens",4/27/2023,4/27/2023,true,"Admission Adults ¥200. Special Exhibition Fees may be charged separately. yen","4347-2\, Miyauchi\, Hatsukaichi-shi\, Hiroshima 738-0034"
"Lustreware - Ceramics with Metallic Schimer opens",4/25/2023,4/25/2023,true,"Admission Adults ¥310\, University and High School Students ¥210\, Junior High and Elementary School Students ¥100. Special Exhibition Fees may be charged separately. yen","9-31 Tenjincho\, Kita-ku\, Okayama-shi\, Okayama 700-0814"
"Exhibition of New Collection 'Concerto by Eastern & Western Artists' – Featuring Amitani Yoshiro\, 100th anniversary of His Birth opens",4/25/2023,4/25/2023,true,"Admission Adults ¥400\, University Students and Under free. Special Exhibition Fees may be charged separately. yen","2F BB Plaza\, 4-2-7 Iwayanakamachi\, Nada-ku\, Kobe-shi\, Hyogo 657-0845"
"Yoshihisa Ito Exhibition opens",4/25/2023,4/25/2023,true,"Admission Adults ¥300; University Students ¥150; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates free. yen","602 Yasuhara Kami\, Shionoe-Cho\, Takamatsu-shi\, Kagawa 761-1611"
"Oshi Katsu! - Oshi Culture as Seen from the Enpaku Collection opens",4/24/2023,4/24/2023,true,"Admission 0 yen","1-6-1 Nishi-waseda\, Shinjuku-ku\, Tokyo 169-8050"
"The Charm of Sancai\, Three-color Glazed Ware - Treasures of the Silk Road opens",4/21/2023,4/21/2023,true,"Admission Adults ¥700; University and High School Students ¥500; Junior High School Students and Under free. yen","2-3 Higashi-minatomachi\, Moji-ku\, Kitakyushu-shi\, Fukuoka 801-0853"
"Koiso Portrait Museum  opens",4/21/2023,4/21/2023,true,"Admission Adults ¥200\, University Students ¥100\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","5-7 Koyo-cho Naka\, Higashinada-ku\, Kobe-shi\, Hyogo 658-0032"
"Edo Life - Edokko Style as Seen in Ukiyo-e opens",4/21/2023,4/21/2023,true,"Admission [Permanent exhibition] Adults ¥200. Special Exhibition Fees may be charged separately. yen","777 Gofuku\, Toyama-shi\, Toyama 930-0887"
"Seiichi Horiuchi 'World of Pictures' opens",4/21/2023,4/21/2023,true,"Admission null yen","865 Ueno\, Oita-shi\, Oita 870-0835"
"Harumi Yahata 'Garden' opens",4/21/2023,4/21/2023,true,"Admission Adults ¥1000; High School\, Junior High and Elementary School Students ¥500; Infants free. [Special Exhibition] Adults ¥1300; High School\, Junior High and Elementary School Students ¥500; Infants free.  yen","1-19-30 Aoi\, Higashi-ku\, Nagoya-shi\, Aichi 461-0004"
"140th Anniversary of Birth - Kansetsu - Divine Skill\, Astounding Paintings opens",4/19/2023,4/19/2023,true,"Admission Adults and University Students ¥1500; High School Students\, Persons with Disability Certificates + 1 Companion ¥900; Junior High and Elementary School Students ¥500 yen","3-16 Susukino Baba-cho\, Sagatenryuji\, Ukyo-ku\, Kyoto-shi\, Kyoto 616-8385"
"Atsuhiko Misawa 'Animals / Multi-dimensions' opens",6/10/2023,6/10/2023,true,"Admission null yen","3-10-8 Chuo\, Chuo-ku\, Chiba-shi\, Chiba 260-0013"
"Kansetsu - 140th Anniversary Exhibition of Kansetsu Hashimoto opens",4/19/2023,4/19/2023,true,"Admission Adults and University Student ¥1000\, High School Students ¥600\, Junior High and Elementary School Students ¥400\, Persons with Disability Certificates + 1 Companion ¥600. yen","11 Susukino Baba-cho\, Sagatenryuji\, Ukyo-ku\, Kyoto-shi\, Kyoto 616-8385"
"Taiga Tateishi + Norito Udagawa Exhibition opens",4/18/2023,4/18/2023,true,"Admission undefined yen","11-56 Shinmachi\, Tagawa-shi\, Fukuoka 825-0016"
"Tsukurikake Lab 11 - Mio Kaneda 'Kingdom of Lines' opens",4/17/2023,4/17/2023,true,"Admission null yen","3-10-8 Chuo\, Chuo-ku\, Chiba-shi\, Chiba 260-0013"
"Since 1958: The Beginning of Mashiko Studio Pottery opens",4/16/2023,4/16/2023,true,"Admission Adults\, University and High School Students ¥600; Seniors 65 & Over\, Junior High and Elementary School Students ¥300; Infants free. yen","3021 Mashiko\, Mashikomachi\, Haga-gun\, Tochigi 321-4217"
"Hekinan City Tatsukichi Fujii Museum of Contemporary Art Renewal Commemorative Exhibition 'Treasure Chest of the Blue Sea' opens",5/2/2023,5/2/2023,true,"Admission undefined yen","1-1 Otohamachi\, Hekinan-shi\, Aichi 447-0847"
"Hirakushi Denchu Art Museum Entire Collection Exhibition opens",4/18/2023,4/18/2023,true,"Admission Adults ¥500; High School Students and Under\, Seniors 65 & Over residing in Ibara city\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","315 Ibara-cho\, Ibara-shi\, Okayama 715-0019"
"Artists in Rivalry: Extraordinary Designs by Hokusai and Kuniyoshi opens",5/15/2023,5/15/2023,true,"Admission null yen","2-15-45 Mita\, Minato-ku\, Tokyo 108-8345"
"Rooted in Clay opens",4/29/2023,4/29/2023,true,"Admission Adults ¥700\, University and High School Students ¥500\, Junior High and Elementary School Students ¥250 yen","1-130 Okuei-cho\, Tokoname-shi\, Aichi 479-8586"
"Open Creation: Masayoshi Nojo 'Give Yourself to the Fluctuation' opens",4/28/2023,4/28/2023,true,"Admission [Online tickets] Adults ¥1200\, University Students ¥700\, Junior High and High School Students ¥500\, Elementary School Students and Under free. yen","2-6-10 Higashi Shinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"Jewelry of Belle Époque opens",4/29/2023,4/29/2023,true,"Admission Adults ¥1500; University and High School Students\, Seniors 65 & Over ¥1300; Junior High and Elementary School Students ¥800; Persons with Disability Certificates + 1 Companion ¥750 yen","186-1 Sengokuhara\, Hakone-machi\, Ashigara shimo-gun\, Kanagawa 250-0631"
"Ryutaro Takahashi Collection 'Art de Cha Cha Chaー Exploring the DNA of Japanese Contemporary Art' Exhibition opens",4/28/2023,4/28/2023,true,"Admission [Online tickets] Adults ¥1200\, University Students ¥700\, Junior High and High School Students ¥500\, Elementary School Students and Under free. yen","2-6-10 Higashi Shinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"Slow Culture #kogei opens",4/22/2023,4/22/2023,true,"Admission 0 yen","238-1 Oshiaburanokoji-cho\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-0052"
